,GEOID_INT,NAMELSAD,COUNTYFP,tract_geoid_2019,<100,100,101 - 199,200,>200
0,6037139301,Census Tract 1393.01,037,6037139301,50,168,177,738,171
1,6037139502,Census Tract 1395.02,037,6037139502,90,124,101,528,84
2,6037139600,Census Tract 1396,037,6037139600,4,51,138,354,290
3,6037139701,Census Tract 1397.01,037,6037139701,26,114,116,1017,417
4,6037139801,Census Tract 1398.01,037,6037139801,1,178,147,667,323
5,6013324002,Census Tract 3240.02,013,6013324002,13,282,53,363,110
6,6013320004,Census Tract 3200.04,013,6013320004,23,940,340,377,115
7,6013336201,Census Tract 3362.01,013,6013336201,64,275,43,461,97
8,6013338203,Census Tract 3382.03,013,6013338203,13,114,49,303,79
9,6013338204,Census Tract 3382.04,013,6013338204,23,691,103,750,259
10,6013355116,Census Tract 3551.16,013,6013355116,12,109,1139,422,511
11,6013345204,Census Tract 3452.04,013,6013345204,16,97,137,714,299
12,6013345203,Census Tract 3452.03,013,6013345203,9,398,273,957,509
13,6013345112,Census Tract 3451.12,013,6013345112,0,353,654,325,245
14,6013345113,Census Tract 3451.13,013,6013345113,0,299,725,385,151
15,6037143400,Census Tract 1434,037,6037143400,20,98,100,770,154
16,6037143500,Census Tract 1435,037,6037143500,51,95,99,489,148
17,6037181000,Census Tract 1810,037,6037181000,73,230,141,1223,67
18,6037181500,Census Tract 1815,037,6037181500,57,172,87,620,21
19,6037181600,Census Tract 1816,037,6037181600,6,74,43,399,17
20,6037183101,Census Tract 1831.01,037,6037183101,24,138,74,600,19
21,6001441402,Census Tract 4414.02,001,6001441402,2,687,299,356,163
22,6001441501,Census Tract 4415.01,001,6001441501,0,547,454,510,154
23,6001441521,Census Tract 4415.21,001,6001441521,0,757,147,553,222
24,6001441522,Census Tract 4415.22,001,6001441522,32,458,128,633,196
25,6001441601,Census Tract 4416.01,001,6001441601,4,418,7,750,233
26,6001441602,Census Tract 4416.02,001,6001441602,72,565,11,617,201
27,6037183220,Census Tract 1832.20,037,6037183220,13,57,44,368,7
28,6037183300,Census Tract 1833,037,6037183300,14,74,43,369,2
29,6037183510,Census Tract 1835.10,037,6037183510,14,80,36,358,12
30,6037183520,Census Tract 1835.20,037,6037183520,2,26,24,220,3
31,6037183610,Census Tract 1836.10,037,6037183610,4,38,28,133,2
32,6037192300,Census Tract 1923,037,6037192300,6,34,32,313,26
33,6001441800,Census Tract 4418,001,6001441800,41,485,97,765,215
34,6001441921,Census Tract 4419.21,001,6001441921,29,112,26,359,77
35,6037195400,Census Tract 1954,037,6037195400,20,90,63,506,31
36,6001441923,Census Tract 4419.23,001,6001441923,2,26,1,32,10
37,6001442100,Census Tract 4421,001,6001442100,2,528,90,780,241
38,6001442400,Census Tract 4424,001,6001442400,33,438,63,858,221
39,6001442500,Census Tract 4425,001,6001442500,50,686,11,632,253
40,6037183820,Census Tract 1838.20,037,6037183820,4,27,11,85,2
41,6037185100,Census Tract 1851,037,6037185100,45,307,172,932,94
42,6037185202,Census Tract 1852.02,037,6037185202,15,139,92,457,30
43,6037185310,Census Tract 1853.10,037,6037185310,18,31,32,179,2
44,6073003901,Census Tract 39.01,073,6073003901,35,72,23,182,9
45,6073003902,Census Tract 39.02,073,6073003902,36,55,16,130,4
46,6073004000,Census Tract 40,073,6073004000,22,58,14,205,5
47,6073004100,Census Tract 41,073,6073004100,18,54,17,192,16
48,6073008800,Census Tract 88,073,6073008800,16,223,16,387,56
49,6073008901,Census Tract 89.01,073,6073008901,26,67,25,211,4
50,6073009000,Census Tract 90,073,6073009000,8,75,10,161,16
51,6073009101,Census Tract 91.01,073,6073009101,29,319,71,962,189
52,6081605300,Census Tract 6053,081,6081605300,7,127,130,701,80
53,6081605400,Census Tract 6054,081,6081605400,40,151,138,865,48
54,6081605500,Census Tract 6055,081,6081605500,11,58,38,247,49
55,6081605800,Census Tract 6058,081,6081605800,6,58,58,542,131
56,6081605900,Census Tract 6059,081,6081605900,10,61,39,232,12
57,6095253101,Census Tract 2531.01,095,6095253101,31,456,115,736,171
58,6095253105,Census Tract 2531.05,095,6095253105,39,316,89,292,86
59,6095253106,Census Tract 2531.06,095,6095253106,35,441,33,206,55
60,6095253107,Census Tract 2531.07,095,6095253107,38,865,28,197,54
61,6095253201,Census Tract 2532.01,095,6095253201,0,561,123,828,265
62,6071008706,Census Tract 87.06,071,6071008706,21,855,1418,753,342
63,6071980200,Census Tract 9802,071,6071980200,0,0,0,0,0
64,6071009300,Census Tract 93,071,6071009300,1,10,3,11,3
65,6037501900,Census Tract 5019,037,6037501900,172,175,99,835,55
66,6037533503,Census Tract 5335.03,037,6037533503,14,25,10,63,0
67,6037543702,Census Tract 5437.02,037,6037543702,104,142,47,556,60
68,6037553902,Census Tract 5539.02,037,6037553902,27,65,18,149,6
69,6037570304,Census Tract 5703.04,037,6037570304,55,82,29,208,4
70,6037620303,Census Tract 6203.03,037,6037620303,23,140,364,685,285
71,6099000910,Census Tract 9.10,099,6099000910,9,805,58,223,63
72,6099001001,Census Tract 10.01,099,6099001001,13,759,123,520,186
73,6099000911,Census Tract 9.11,099,6099000911,0,821,180,242,74
74,6037403801,Census Tract 4038.01,037,6037403801,11,312,11,549,165
75,6037408134,Census Tract 4081.34,037,6037408134,20,436,23,126,34
76,6037408135,Census Tract 4081.35,037,6037408135,49,719,36,159,37
77,6089011300,Census Tract 113,089,6089011300,32,679,11,393,98
78,6089012000,Census Tract 120,089,6089012000,95,540,36,491,92
79,6065043248,Census Tract 432.48,065,6065043248,0,269,777,174,49
80,6065043256,Census Tract 432.56,065,6065043256,0,559,179,141,47
81,6065043264,Census Tract 432.64,065,6065043264,0,1238,681,294,95
82,6065030101,Census Tract 301.01,065,6065030101,25,96,58,132,4
83,6065030103,Census Tract 301.03,065,6065030103,67,137,27,205,13
84,6093000100,Census Tract 1,093,6093000100,18,76,21,134,12
85,6093000600,Census Tract 6,093,6093000600,8,89,13,125,9
86,6093001000,Census Tract 10,093,6093001000,30,382,95,452,65
87,6037408212,Census Tract 4082.12,037,6037408212,1,542,143,310,104
88,6037408301,Census Tract 4083.01,037,6037408301,162,352,79,243,33
89,6037408302,Census Tract 4083.02,037,6037408302,39,499,65,326,58
90,6065050400,Census Tract 504,065,6065050400,0,1387,745,416,145
91,6065051100,Census Tract 511,065,6065051100,0,439,332,430,29
92,6065043276,Census Tract 432.76,065,6065043276,3,46,874,159,100
93,6065043512,Census Tract 435.12,065,6065043512,2,1119,633,163,43
94,6065043810,Census Tract 438.10,065,6065043810,0,880,871,289,94
95,6065043811,Census Tract 438.11,065,6065043811,16,324,158,328,105
96,6085503111,Census Tract 5031.11,085,6085503111,43,618,13,220,74
97,6085503112,Census Tract 5031.12,085,6085503112,16,54,40,245,1
98,6085506302,Census Tract 5063.02,085,6085506302,7,317,101,756,232
99,6085511200,Census Tract 5112,085,6085511200,18,139,238,972,235
100,6071001903,Census Tract 19.03,071,6071001903,4,231,646,806,3020
101,6071002021,Census Tract 20.21,071,6071002021,0,463,280,598,372
102,6071002804,Census Tract 28.04,071,6071002804,22,56,13,151,5
103,6071000825,Census Tract 8.25,071,6071000825,2,70,0,20,11
104,6071002706,Census Tract 27.06,071,6071002706,0,329,155,101,32
105,6071002105,Census Tract 21.05,071,6071002105,4,542,8,341,56
106,6071001503,Census Tract 15.03,071,6071001503,56,59,28,137,6
107,6071002037,Census Tract 20.37,071,6071002037,0,1197,636,175,44
108,6089012301,Census Tract 123.01,089,6089012301,3,6,0,5,0
109,6045010801,Census Tract 108.01,045,6045010801,1,33,1,32,8
110,6045010802,Census Tract 108.02,045,6045010802,1,9,2,5,3
111,6045010600,Census Tract 106,045,6045010600,9,124,4,32,12
112,6037603703,Census Tract 6037.03,037,6037603703,11,175,7,474,136
113,6045011500,Census Tract 115,045,6045011500,28,165,15,195,37
114,6045011600,Census Tract 116,045,6045011600,15,49,5,47,6
115,6045010500,Census Tract 105,045,6045010500,7,60,5,43,4
116,6045010900,Census Tract 109,045,6045010900,0,3,0,3,2
117,6045010200,Census Tract 102,045,6045010200,0,0,0,5,1
118,6045011800,Census Tract 118,045,6045011800,0,2,1,5,0
119,6085509801,Census Tract 5098.01,085,6085509801,16,203,113,817,254
120,6085512401,Census Tract 5124.01,085,6085512401,17,177,116,177,47
121,6085511911,Census Tract 5119.11,085,6085511911,0,139,184,294,132
122,6085506801,Census Tract 5068.01,085,6085506801,10,163,79,571,205
123,6085507600,Census Tract 5076,085,6085507600,2,264,275,832,473
124,6085505202,Census Tract 5052.02,085,6085505202,31,103,39,264,47
125,6085512035,Census Tract 5120.35,085,6085512035,12,484,24,566,175
126,6085511913,Census Tract 5119.13,085,6085511913,0,540,8,668,228
127,6085502500,Census Tract 5025,085,6085502500,95,355,247,1285,245
128,6085506502,Census Tract 5065.02,085,6085506502,19,166,70,318,55
129,6085507206,Census Tract 5072.06,085,6085507206,2,113,167,429,238
130,6085504308,Census Tract 5043.08,085,6085504308,0,273,83,621,244
131,6085504202,Census Tract 5042.02,085,6085504202,8,226,216,637,236
132,6085504201,Census Tract 5042.01,085,6085504201,23,187,146,875,242
133,6037460800,Census Tract 4608,037,6037460800,30,185,166,755,218
134,6045010700,Census Tract 107,045,6045010700,11,116,3,101,16
135,6045011700,Census Tract 117,045,6045011700,4,6,1,18,3
136,6045011200,Census Tract 112,045,6045011200,0,10,0,7,1
137,6045010400,Census Tract 104,045,6045010400,5,29,8,49,4
138,6045010300,Census Tract 103,045,6045010300,0,5,1,3,0
139,6045011300,Census Tract 113,045,6045011300,0,5,4,2,2
140,6085503113,Census Tract 5031.13,085,6085503113,15,85,44,319,5
141,6111004304,Census Tract 43.04,111,6111004304,68,743,64,478,145
142,6111004506,Census Tract 45.06,111,6111004506,0,196,14,23,13
143,6111003609,Census Tract 36.09,111,6111003609,1,610,648,536,272
144,6111004710,Census Tract 47.10,111,6111004710,21,507,12,157,38
145,6111007514,Census Tract 75.14,111,6111007514,2,305,343,240,95
146,6111004505,Census Tract 45.05,111,6111004505,0,128,1,180,45
147,6085510500,Census Tract 5105,085,6085510500,11,191,175,787,344
148,6035040304,Census Tract 403.04,035,6035040304,47,89,38,291,11
149,6035040305,Census Tract 403.05,035,6035040305,16,504,80,524,141
150,6085512031,Census Tract 5120.31,085,6085512031,11,713,6,464,131
151,6085502902,Census Tract 5029.02,085,6085502902,0,393,21,1385,509
152,6085502601,Census Tract 5026.01,085,6085502601,7,95,89,505,167
153,6053011801,Census Tract 118.01,053,6053011801,21,276,105,683,79
154,6053011203,Census Tract 112.03,053,6053011203,16,732,69,173,34
155,6053014500,Census Tract 145,053,6053014500,27,442,42,369,96
156,6037106112,Census Tract 1061.12,037,6037106112,40,310,25,582,114
157,6037106113,Census Tract 1061.13,037,6037106113,15,277,30,345,136
158,6037106114,Census Tract 1061.14,037,6037106114,23,93,21,288,26
159,6037106403,Census Tract 1064.03,037,6037106403,41,161,41,476,57
160,6065030104,Census Tract 301.04,065,6065030104,99,894,239,441,136
161,6065031601,Census Tract 316.01,065,6065031601,51,274,22,350,103
162,6065040102,Census Tract 401.02,065,6065040102,110,569,131,217,246
163,6037101300,Census Tract 1013,037,6037101300,23,272,67,843,167
164,6037103101,Census Tract 1031.01,037,6037103101,22,186,31,583,113
165,6037103102,Census Tract 1031.02,037,6037103102,92,319,131,855,63
166,6037103400,Census Tract 1034,037,6037103400,62,237,103,935,107
167,6037104103,Census Tract 1041.03,037,6037104103,0,356,30,335,66
168,6037104105,Census Tract 1041.05,037,6037104105,6,44,2,54,59
169,6065041101,Census Tract 411.01,065,6065041101,66,107,16,190,11
170,6065041102,Census Tract 411.02,065,6065041102,57,281,44,357,135
171,6065043818,Census Tract 438.18,065,6065043818,0,350,649,109,35
172,6065043820,Census Tract 438.20,065,6065043820,0,504,773,342,161
173,6065043821,Census Tract 438.21,065,6065043821,2,192,270,131,330
174,6065044405,Census Tract 444.05,065,6065044405,178,734,202,998,145
175,6065044518,Census Tract 445.18,065,6065044518,2,1440,225,431,151
176,6065044521,Census Tract 445.21,065,6065044521,14,258,13,74,25
177,6065044919,Census Tract 449.19,065,6065044919,3,936,277,916,346
178,6037106510,Census Tract 1065.10,037,6037106510,3,178,205,289,41
179,6037106520,Census Tract 1065.20,037,6037106520,53,289,57,397,77
180,6037106604,Census Tract 1066.04,037,6037106604,45,261,39,283,63
181,6037106641,Census Tract 1066.41,037,6037106641,1,258,15,415,97
182,6037910605,Census Tract 9106.05,037,6037910605,0,634,104,177,61
183,6037910714,Census Tract 9107.14,037,6037910714,0,700,53,132,50
184,6045011400,Census Tract 114,045,6045011400,20,108,33,238,47
185,6065044921,Census Tract 449.21,065,6065044921,0,14,544,223,268
186,6065044922,Census Tract 449.22,065,6065044922,0,172,576,462,648
187,6037910813,Census Tract 9108.13,037,6037910813,8,182,332,439,165
188,6037911001,Census Tract 9110.01,037,6037911001,2,39,4,23,4
189,6037570403,Census Tract 5704.03,037,6037570403,96,100,21,161,11
190,6037900201,Census Tract 9002.01,037,6037900201,1,0,2,3,0
191,6037920114,Census Tract 9201.14,037,6037920114,0,342,372,122,47
192,6037404503,Census Tract 4045.03,037,6037404503,11,185,9,195,63
193,6037402801,Census Tract 4028.01,037,6037402801,51,57,35,225,0
194,6037403901,Census Tract 4039.01,037,6037403901,7,257,8,470,140
195,6037403902,Census Tract 4039.02,037,6037403902,17,349,4,464,150
196,6037404000,Census Tract 4040,037,6037404000,29,197,8,518,139
197,6037404100,Census Tract 4041,037,6037404100,100,207,42,638,137
198,6037404301,Census Tract 4043.01,037,6037404301,86,149,27,293,15
199,6037404302,Census Tract 4043.02,037,6037404302,49,87,16,294,51
200,6037404401,Census Tract 4044.01,037,6037404401,119,106,49,338,13
201,6037431200,Census Tract 4312,037,6037431200,183,212,95,719,47
202,6037431300,Census Tract 4313,037,6037431300,72,86,66,409,23
203,6037431400,Census Tract 4314,037,6037431400,116,165,84,604,52
204,6037431600,Census Tract 4316,037,6037431600,30,132,99,547,292
205,6085503803,Census Tract 5038.03,085,6085503803,0,472,168,236,67
206,6111007612,Census Tract 76.12,111,6111007612,2,239,194,150,46
207,6111000702,Census Tract 7.02,111,6111000702,28,349,9,315,103
208,6085511500,Census Tract 5115,085,6085511500,30,190,194,910,235
209,6037113232,Census Tract 1132.32,037,6037113232,2,344,31,774,258
210,6037113233,Census Tract 1132.33,037,6037113233,0,124,5,185,32
211,6037113234,Census Tract 1132.34,037,6037113234,12,97,57,141,27
212,6037431700,Census Tract 4317,037,6037431700,44,203,192,767,521
213,6085512052,Census Tract 5120.52,085,6085512052,7,128,58,70,30
214,6057000900,Census Tract 9,057,6057000900,17,174,49,287,68
215,6057000103,Census Tract 1.03,057,6057000103,2,524,277,698,269
216,6057000401,Census Tract 4.01,057,6057000401,4,674,639,993,312
217,6065041301,Census Tract 413.01,065,6065041301,30,228,58,295,58
218,6065041302,Census Tract 413.02,065,6065041302,36,330,38,290,56
219,6065042014,Census Tract 420.14,065,6065042014,58,478,1070,896,319
220,6065043266,Census Tract 432.66,065,6065043266,0,248,86,197,66
221,6065044928,Census Tract 449.28,065,6065044928,0,92,324,335,453
222,6065044929,Census Tract 449.29,065,6065044929,0,77,263,118,59
223,6065044931,Census Tract 449.31,065,6065044931,4,366,164,124,55
224,6065044932,Census Tract 449.32,065,6065044932,0,614,206,134,37
225,6065045114,Census Tract 451.14,065,6065045114,5,113,239,306,199
226,6065045116,Census Tract 451.16,065,6065045116,3,49,83,118,30
227,6037402902,Census Tract 4029.02,037,6037402902,83,490,21,233,110
228,6037403000,Census Tract 4030,037,6037403000,171,470,52,471,167
229,6037403304,Census Tract 4033.04,037,6037403304,0,413,435,440,168
230,6085506802,Census Tract 5068.02,085,6085506802,2,186,28,1019,291
231,6085500800,Census Tract 5008,085,6085500800,6,34,21,108,3
232,6085502302,Census Tract 5023.02,085,6085502302,19,92,58,324,43
233,6085501102,Census Tract 5011.02,085,6085501102,70,182,103,637,29
234,6037403305,Census Tract 4033.05,037,6037403305,0,214,75,198,78
235,6037403312,Census Tract 4033.12,037,6037403312,0,785,3,320,113
236,6037404402,Census Tract 4044.02,037,6037404402,176,181,127,341,28
237,6037404702,Census Tract 4047.02,037,6037404702,79,240,31,225,19
238,6037404703,Census Tract 4047.03,037,6037404703,43,166,22,94,16
239,6037404801,Census Tract 4048.01,037,6037404801,93,405,47,296,39
240,6037404802,Census Tract 4048.02,037,6037404802,58,383,31,134,32
241,6037404803,Census Tract 4048.03,037,6037404803,13,85,1,34,3
242,6037404903,Census Tract 4049.03,037,6037404903,80,229,38,181,23
243,6045011001,Census Tract 110.01,045,6045011001,0,1,0,4,0
244,6065043602,Census Tract 436.02,065,6065043602,49,289,44,328,33
245,6037462600,Census Tract 4626,037,6037462600,21,90,65,556,16
246,6037117405,Census Tract 1174.05,037,6037117405,1,0,1,6,0
247,6037117301,Census Tract 1173.01,037,6037117301,5,297,11,757,159
248,6037103300,Census Tract 1033,037,6037103300,23,174,159,772,201
249,6037910807,Census Tract 9108.07,037,6037910807,0,333,218,219,123
250,6037920331,Census Tract 9203.31,037,6037920331,1,518,45,593,188
251,6037920332,Census Tract 9203.32,037,6037920332,10,85,97,111,40
252,6037910205,Census Tract 9102.05,037,6037910205,0,6,0,0,0
253,6065044917,Census Tract 449.17,065,6065044917,1,135,493,792,448
254,6065044918,Census Tract 449.18,065,6065044918,1,17,319,263,282
255,6065044923,Census Tract 449.23,065,6065044923,0,497,276,200,72
256,6065044924,Census Tract 449.24,065,6065044924,1,504,352,206,63
257,6065044925,Census Tract 449.25,065,6065044925,0,669,176,181,132
258,6065045118,Census Tract 451.18,065,6065045118,2,71,111,106,42
259,6065045122,Census Tract 451.22,065,6065045122,0,46,327,262,128
260,6065045123,Census Tract 451.23,065,6065045123,0,219,266,278,243
261,6037191902,Census Tract 1919.02,037,6037191902,12,43,32,325,60
262,6037194102,Census Tract 1941.02,037,6037194102,19,233,181,831,231
263,6037195803,Census Tract 1958.03,037,6037195803,12,27,14,127,10
264,6037102105,Census Tract 1021.05,037,6037102105,45,69,24,221,16
265,6037104124,Census Tract 1041.24,037,6037104124,6,275,31,397,101
266,6037104821,Census Tract 1048.21,037,6037104821,35,88,9,198,35
267,6037106408,Census Tract 1064.08,037,6037106408,0,1,0,1,0
268,6019004406,Census Tract 44.06,019,6019004406,0,329,65,171,57
269,6019004503,Census Tract 45.03,019,6019004503,5,240,144,104,38
270,6019004504,Census Tract 45.04,019,6019004504,36,205,1,106,30
271,6019004505,Census Tract 45.05,019,6019004505,3,126,8,80,23
272,6099000912,Census Tract 9.12,099,6099000912,1,1573,2502,1013,542
273,6099001002,Census Tract 10.02,099,6099001002,48,273,28,428,89
274,6037115104,Census Tract 1151.04,037,6037115104,2,61,34,202,47
275,6037119201,Census Tract 1192.01,037,6037119201,3,164,10,490,133
276,6037125501,Census Tract 1255.01,037,6037125501,20,29,18,190,4
277,6037920339,Census Tract 9203.39,037,6037920339,0,90,772,285,140
278,6037800204,Census Tract 8002.04,037,6037800204,1,239,462,351,255
279,6037571703,Census Tract 5717.03,037,6037571703,80,101,30,208,2
280,6037901213,Census Tract 9012.13,037,6037901213,14,116,584,414,190
281,6037910001,Census Tract 9100.01,037,6037910001,20,893,143,315,80
282,6037920012,Census Tract 9200.12,037,6037920012,26,152,36,230,43
283,6067002500,Census Tract 25,067,6067002500,8,93,75,533,197
284,6099002501,Census Tract 25.01,099,6099002501,73,761,318,244,98
285,6099002602,Census Tract 26.02,099,6099002602,75,453,49,229,19
286,6099002301,Census Tract 23.01,099,6099002301,83,988,186,287,28
287,6099002604,Census Tract 26.04,099,6099002604,49,346,47,206,32
288,6099002605,Census Tract 26.05,099,6099002605,29,507,54,276,60
289,6099002701,Census Tract 27.01,099,6099002701,1,462,177,195,66
290,6099003803,Census Tract 38.03,099,6099003803,6,459,6,48,8
291,6099003904,Census Tract 39.04,099,6099003904,75,345,60,523,35
292,6059089001,Census Tract 890.01,059,6059089001,19,425,28,318,90
293,6037134422,Census Tract 1344.22,037,6037134422,5,318,107,837,226
294,6037134520,Census Tract 1345.20,037,6037134520,25,14,5,71,4
295,6059099241,Census Tract 992.41,059,6059099241,0,448,8,215,72
296,6059099242,Census Tract 992.42,059,6059099242,2,376,3,362,111
297,6059099405,Census Tract 994.05,059,6059099405,0,358,5,382,111
298,6059099407,Census Tract 994.07,059,6059099407,0,268,2,363,119
299,6059099408,Census Tract 994.08,059,6059099408,0,291,220,429,157
300,6059099410,Census Tract 994.10,059,6059099410,5,276,14,149,38
301,6059099411,Census Tract 994.11,059,6059099411,1,135,1,110,41
302,6059099412,Census Tract 994.12,059,6059099412,1,490,13,424,126
303,6059110201,Census Tract 1102.01,059,6059110201,22,453,114,647,238
304,6059110117,Census Tract 1101.17,059,6059110117,13,481,44,433,167
305,6059074601,Census Tract 746.01,059,6059074601,67,126,84,610,9
306,6059075100,Census Tract 751,059,6059075100,79,156,71,543,41
307,6059075201,Census Tract 752.01,059,6059075201,45,247,27,286,68
308,6059075202,Census Tract 752.02,059,6059075202,117,194,42,385,43
309,6067003900,Census Tract 39,067,6067003900,14,370,68,509,173
310,6067004001,Census Tract 40.01,067,6067004001,5,709,22,709,255
311,6067004004,Census Tract 40.04,067,6067004004,39,926,453,593,209
312,6067004005,Census Tract 40.05,067,6067004005,0,485,131,363,138
313,6037134901,Census Tract 1349.01,037,6037134901,2,194,6,547,120
314,6059075301,Census Tract 753.01,059,6059075301,4,308,98,342,95
315,6059075302,Census Tract 753.02,059,6059075302,10,246,10,385,135
316,6067005403,Census Tract 54.03,067,6067005403,2,657,1,363,120
317,6067005404,Census Tract 54.04,067,6067005404,9,509,219,730,236
318,6059087200,Census Tract 872,059,6059087200,52,248,57,570,80
319,6059087300,Census Tract 873,059,6059087300,22,173,48,257,17
320,6059087401,Census Tract 874.01,059,6059087401,110,97,76,478,33
321,6059087405,Census Tract 874.05,059,6059087405,48,76,7,113,17
322,6067004012,Census Tract 40.12,067,6067004012,0,220,487,215,104
323,6067004100,Census Tract 41,067,6067004100,40,465,75,405,91
324,6067004202,Census Tract 42.02,067,6067004202,9,566,33,498,174
325,6067004203,Census Tract 42.03,067,6067004203,30,508,20,412,130
326,6067004300,Census Tract 43,067,6067004300,18,1275,283,546,171
327,6067004401,Census Tract 44.01,067,6067004401,59,271,50,560,83
328,6111002102,Census Tract 21.02,111,6111002102,3,46,39,104,17
329,6111002200,Census Tract 22,111,6111002200,36,539,60,388,140
330,6111002400,Census Tract 24,111,6111002400,6,15,6,62,2
331,6111002500,Census Tract 25,111,6111002500,45,442,217,678,175
332,6067004006,Census Tract 40.06,067,6067004006,0,441,91,376,110
333,6067005502,Census Tract 55.02,067,6067005502,88,372,18,399,87
334,6099001200,Census Tract 12,099,6099001200,87,149,92,733,17
335,6099001500,Census Tract 15,099,6099001500,70,974,39,241,43
336,6099001601,Census Tract 16.01,099,6099001601,82,384,18,230,28
337,6099001603,Census Tract 16.03,099,6099001603,208,508,79,515,21
338,6099001700,Census Tract 17,099,6099001700,63,83,32,208,1
339,6099001300,Census Tract 13,099,6099001300,144,439,108,1115,203
340,6067005601,Census Tract 56.01,067,6067005601,49,314,37,519,90
341,6067004402,Census Tract 44.02,067,6067004402,68,256,82,528,37
342,6067004601,Census Tract 46.01,067,6067004601,134,462,64,833,120
343,6067004602,Census Tract 46.02,067,6067004602,60,340,31,400,81
344,6067004801,Census Tract 48.01,067,6067004801,67,740,114,388,93
345,6099001400,Census Tract 14,099,6099001400,119,636,24,660,135
346,6099001800,Census Tract 18,099,6099001800,33,51,29,163,5
347,6099001900,Census Tract 19,099,6099001900,155,550,174,921,81
348,6099002002,Census Tract 20.02,099,6099002002,143,437,35,250,14
349,6099002702,Census Tract 27.02,099,6099002702,2,774,120,150,36
350,6099002802,Census Tract 28.02,099,6099002802,23,721,28,169,25
351,6059099413,Census Tract 994.13,059,6059099413,0,362,547,305,113
352,6059099417,Census Tract 994.17,059,6059099417,1,296,97,226,363
353,6059099504,Census Tract 995.04,059,6059099504,0,158,44,618,203
354,6067004802,Census Tract 48.02,067,6067004802,68,644,9,304,61
355,6067004903,Census Tract 49.03,067,6067004903,2,925,44,142,42
356,6067004904,Census Tract 49.04,067,6067004904,4,788,20,644,125
357,6037135102,Census Tract 1351.02,037,6037135102,10,219,43,618,140
358,6037135111,Census Tract 1351.11,037,6037135111,5,195,8,523,118
359,6099003909,Census Tract 39.09,099,6099003909,0,1328,39,215,76
360,6099003905,Census Tract 39.05,099,6099003905,24,655,95,521,149
361,6059110006,Census Tract 1100.06,059,6059110006,0,221,38,514,181
362,6059110008,Census Tract 1100.08,059,6059110008,0,331,35,694,214
363,6059110010,Census Tract 1100.10,059,6059110010,3,603,5,633,179
364,6059110011,Census Tract 1100.11,059,6059110011,0,823,6,205,71
365,6067005202,Census Tract 52.02,067,6067005202,12,754,13,298,94
366,6099003906,Census Tract 39.06,099,6099003906,3,267,26,102,40
367,6099003907,Census Tract 39.07,099,6099003907,6,1146,533,397,165
368,6099000506,Census Tract 5.06,099,6099000506,0,597,78,270,87
369,6075025200,Census Tract 252,075,6075025200,24,197,125,831,25
370,6075025300,Census Tract 253,075,6075025300,10,70,56,370,11
371,6075025402,Census Tract 254.02,075,6075025402,35,144,74,581,25
372,6067005605,Census Tract 56.05,067,6067005605,15,182,23,428,111
373,6037910404,Census Tract 9104.04,037,6037910404,2,588,30,228,81
374,6037910602,Census Tract 9106.02,037,6037910602,25,126,37,83,16
375,6037910603,Census Tract 9106.03,037,6037910603,2,1295,92,274,77
376,6075025500,Census Tract 255,075,6075025500,54,289,189,1273,13
377,6075025600,Census Tract 256,075,6075025600,103,265,121,846,50
378,6067005702,Census Tract 57.02,067,6067005702,58,252,220,1109,186
379,6067005606,Census Tract 56.06,067,6067005606,43,239,135,701,218
380,6067005701,Census Tract 57.01,067,6067005701,47,225,79,641,203
381,6067005801,Census Tract 58.01,067,6067005801,22,488,44,1114,273
382,6067002900,Census Tract 29,067,6067002900,229,364,162,1089,57
383,6067003000,Census Tract 30,067,6067003000,118,660,103,1075,119
384,6067003101,Census Tract 31.01,067,6067003101,76,280,19,647,167
385,6059074701,Census Tract 747.01,059,6059074701,51,297,30,503,135
386,6059074702,Census Tract 747.02,059,6059074702,107,146,46,452,48
387,6067002800,Census Tract 28,067,6067002800,66,236,66,656,7
388,6067003102,Census Tract 31.02,067,6067003102,135,196,54,555,35
389,6037135203,Census Tract 1352.03,037,6037135203,4,475,122,1253,302
390,6067004905,Census Tract 49.05,067,6067004905,41,855,9,286,93
391,6071004900,Census Tract 49,071,6071004900,108,354,55,444,17
392,6071006100,Census Tract 61,071,6071006100,27,434,124,450,147
393,6071007104,Census Tract 71.04,071,6071007104,2,597,196,446,162
394,6071007302,Census Tract 73.02,071,6071007302,9,1065,1044,652,256
395,6071008500,Census Tract 85,071,6071008500,30,650,509,1551,530
396,6071008703,Census Tract 87.03,071,6071008703,17,518,1100,692,303
397,6037910705,Census Tract 9107.05,037,6037910705,0,1031,1511,336,258
398,6059074602,Census Tract 746.02,059,6059074602,94,127,74,579,9
399,6059074802,Census Tract 748.02,059,6059074802,9,134,11,131,42
400,6059075303,Census Tract 753.03,059,6059075303,28,176,67,514,88
401,6059075401,Census Tract 754.01,059,6059075401,54,292,46,629,90
402,6059075403,Census Tract 754.03,059,6059075403,3,422,2,341,118
403,6059075404,Census Tract 754.04,059,6059075404,0,376,26,308,79
404,6065042214,Census Tract 422.14,065,6065042214,12,629,456,790,555
405,6037135202,Census Tract 1352.02,037,6037135202,3,295,15,923,235
406,6065042901,Census Tract 429.01,065,6065042901,144,1270,165,211,94
407,6065041409,Census Tract 414.09,065,6065041409,11,751,2704,606,310
408,6065042004,Census Tract 420.04,065,6065042004,5,328,254,312,101
